рабочий O
положение O
. O
затем O
осуществлять O
балансировка O
колесо O
для O
устранение O
дисбаланс O
. O
группа O
изобретение O
позволять O
повысить O
срок O
служба O
колесо O
турбодвигатель O
, O
за O
счет O
повышение O
точность O
балансировка O
колесо O
, O
иметь O
лопатка O
, O
установить O
с O
зазор O
в O
его O
канавка O

изобретение O
относиться O
к O
область O
светотехника O
. O
технический O
результат O
являться O
достижение O
задать O
уровень O
освещенность O
в O
задать O
область O
. O
осветительный B-SYSTEM
устройство I-SYSTEM
содержать O
первый B-COMPONENT
панель I-COMPONENT
источник I-COMPONENT
свет I-COMPONENT
, O
иметь O
первый B-COMPONENT
край I-COMPONENT
. O
осветительный B-SYSTEM
устройство I-SYSTEM
мочь O
также O
содержать O
второй B-COMPONENT
панель I-COMPONENT
источник I-COMPONENT
свет I-COMPONENT
, O
иметь O
второй B-COMPONENT
край I-COMPONENT
, O
причем O
второй B-COMPONENT
край I-COMPONENT
второй B-COMPONENT
панель I-COMPONENT
источник I-COMPONENT
свет I-COMPONENT
механически O
соединить O
с O
первый B-COMPONENT
край I-COMPONENT
первый B-COMPONENT
панель I-COMPONENT
источник I-COMPONENT
свет I-COMPONENT
. O
первый B-COMPONENT
панель I-COMPONENT
источник I-COMPONENT
свет I-COMPONENT
и O
второй B-COMPONENT
панель I-COMPONENT
источник I-COMPONENT
свет I-COMPONENT
установить O
с O
возможность O
образование O
угол O
друг O
относительно O
друг O
. O
при O
помощь O
регулировка O
угол O
можно O
регулировать O
световой O
поток O
от O
источник O
свет O
. O
5 O
н O
. O
и O
28 O
з O
. O
п O
. O
ф O
- O
лы O
, O
13 O
ил O
. O

link O
: O
https O
: O
/ O
/ O
patents O
. O
google O
. O
com O
/ O
patent O
/ O
ru O
2721431 O
c O
2 O
/ O
ru O

изобретение O
относиться O
к O
одноразовый O
сигаретный O
зажигалка O
. O
зажигалка B-SYSTEM
содержать O
корпус B-COMPONENT
, O
иметь O
источник B-COMPONENT
горючее I-COMPONENT
, O
зажигать B-COMPONENT
механизм I-COMPONENT
для B-ATTRIBUTE
зажигание I-ATTRIBUTE
горючее I-ATTRIBUTE
, O
исполнительный B-COMPONENT
механизм I-COMPONENT
для B-ATTRIBUTE
выпуск I-ATTRIBUTE
горючее I-ATTRIBUTE
из I-ATTRIBUTE
источник I-ATTRIBUTE
горючее I-ATTRIBUTE
и O
приведение B-ATTRIBUTE
в I-ATTRIBUTE
действие I-ATTRIBUTE
зажигать I-ATTRIBUTE
механизм I-ATTRIBUTE
, O
элемент B-COMPONENT
защелка I-COMPONENT
, O
иметь O
верхний B-COMPONENT
и O
нижний B-COMPONENT
конец I-COMPONENT
, O
и O
ограничивать B-COMPONENT
элемент I-COMPONENT
, O
причем O
элемент B-COMPONENT
защелка I-COMPONENT
присоединить O
как O
неотъемлемый O
часть O
к O
исполнительный B-COMPONENT
механизм I-COMPONENT
и O
иметь B-ATTRIBUTE
возможность I-ATTRIBUTE
перемещение I-ATTRIBUTE
между I-ATTRIBUTE
блокировать I-ATTRIBUTE
положение I-ATTRIBUTE
, O
в O
который O
элемент B-COMPONENT
защелка I-COMPONENT
блокировать B-ATTRIBUTE
перемещение I-ATTRIBUTE
исполнительный B-COMPONENT
механизм I-COMPONENT
, O
и O
положение O
готовность O
, O
в O
который O
элемент B-COMPONENT
защелка I-COMPONENT
не B-ATTRIBUTE
блокировать I-ATTRIBUTE
перемещение I-ATTRIBUTE
исполнительный B-COMPONENT
механизм I-COMPONENT
, O
при O
это O
элемент B-COMPONENT
защелка I-COMPONENT
выполнить B-ATTRIBUTE
гибкий I-ATTRIBUTE
так O
, O
что O
при O
воздействие O
смещать O
усилие O
он O
возвращаться O
в O
блокировать O
положение O
, O
и O
фиксировать B-COMPONENT
механизм I-COMPONENT
, O
подогнать B-ATTRIBUTE
по I-ATTRIBUTE
размер I-ATTRIBUTE
и I-ATTRIBUTE
форма I-ATTRIBUTE
для I-ATTRIBUTE
принятие I-ATTRIBUTE
элемент B-COMPONENT
защелка I-COMPONENT
и O
удержание O
он O
, O
когда O
элемент B-COMPONENT
защелка I-COMPONENT
перемещаться O
из O
блокировать O
положение O
в O
положение O
готовность O
, O
кроме O
тот O
, O
иметь O
место O
другой O
смещать O
усилие O
, O
который O
прикладываться O
, O
по O
малый O
мера O
, O
к O
участок O
элемент O
защелка O
так O
, O
чтобы O
элемент B-COMPONENT
защелка I-COMPONENT
затем O
смещаться O
к O
блокировать O
положение O
. O
изобретение O
позволять O
улучшить O
защита O
от O
случайный O
или O
непредусмотренный O
использование O
. O
2 O
н O
. O
и O
25 O
з O
. O
п O
. O
ф O
- O
лы O
, O
26 O
ил O
. O

изобретение O
относиться O
к O
энергетика O
. O
термодинамический B-SYSTEM
цикл I-SYSTEM
насыщенный I-SYSTEM
пар I-SYSTEM
или O
слабо O
перегреть O
пара O
для O
электростанция B-ATTRIBUTE
, O
содержать O
по O
малый O
мера O
один B-ATTRIBUTE
ядерный B-ATTRIBUTE
источник B-COMPONENT
энергия B-ATTRIBUTE
и O
турбина B-COMPONENT
, O
иметь O
один B-ATTRIBUTE
модуль B-COMPONENT
высокий B-ATTRIBUTE
давление I-ATTRIBUTE
, O
один B-ATTRIBUTE
модуль B-COMPONENT
средний B-ATTRIBUTE
давление I-ATTRIBUTE
и O
один B-ATTRIBUTE
модуль B-COMPONENT
низкий B-ATTRIBUTE
давление I-ATTRIBUTE
, O
при O
это O
пар O
протекать O
последовательно O
через O
модуль O
высокий O
давление O
, O
средний O
давление O
и O
низкий O
давление O
. O
пара O
подвергаться O
воздействие O
первый O
цикл O
осушение O
и O
перегрев O
между O
модуль O
высокий O
давление O
и O
средний O
давление O
, O
а O
также O
второй O
цикл O
, O
содержать O
один O
процесс O
осушение O
между O
модуль O
средний O
давление O
и O
модуль O
низкий O
давление O
. O
также O
представить O
электростанция O
для O
осуществление O
термодинамический O
цикл O
согласно O
изобретение O
. O
изобретение O
позволять O
оптимизировать O
термодинамический O
цикл O
насыщенный O
пар O
или O
слабо O
перегреть O
пара O
. O
изобретение O
относиться O
к O
нагревательный O
устройство O
для O
текучий O
среда O
, O
а O
именно O
к O
трубчатый O
подогреватель O
, O
и O
мочь O
быть O
использовать O
в O
нефтяной O
, O
химический O
и O
другой O
отрасль O
промышленность O
для O
термический O
обработка O
термолабильный O
термически O
неустойчивый O
жидкость O
, O
иметь O
технологический O
и O
иной O
ограничение O
по O
максимальный O
температура O
нагрев O
. O
в O
частность O
, O
подогреватель O
мочь O
быть O
использовать O
в O
технология O
деэмульсация O
и O
стабилизация O
нефть O
на O
нефтепромысел O
. O
технический O
проблема O
, O
на O
решение O
который O
направить O
предлагать O
изобретение O
, O
состоять O
в O
повышение O
эффективность O
и O
надежность O
работа O
трубчатый O
подогреватель O
. B-SYSTEM
трубчатый I-SYSTEM
подогреватель I-SYSTEM
содержать O
корпус B-COMPONENT
, O
расположить O
внутри O
корпус O
жаровой B-ATTRIBUTE
труба B-COMPONENT
, O
разместить O
между O
корпус B-COMPONENT
и O
жаровой O
труба B-COMPONENT
промежуточный O
жидкий B-ATTRIBUTE
теплоноситель B-COMPONENT
и O
трубчатый B-ATTRIBUTE
змеевик B-COMPONENT
для O
пропуск O
нагревать O
среда O
. O
жаровой O
труба B-SYSTEM
и I-SYSTEM
корпус I-SYSTEM
выполнить O
в O
вид O
прямой B-ATTRIBUTE
цилиндр B-COMPONENT
и O
иметь O
один O
общий B-ATTRIBUTE
ось B-COMPONENT
. O
в O
жаровой O
труба O
концентричный O
с O
она O
разместить O
цилиндрический O
вторичный O
излучатель O
с O
вставить O
в O
он O
обтекаемый O
тело O
. O

свеча B-SYSTEM
зажигание I-SYSTEM
газовый B-ATTRIBUTE
двигатель B-COMPONENT
внутренний I-COMPONENT
сгорание I-COMPONENT
с O
переменный B-ATTRIBUTE
степень B-COMPONENT
сжатие I-COMPONENT
, O
включать O
в O
себя O
металлический B-COMPONENT
корпус I-COMPONENT
, O
центральный B-ATTRIBUTE
и O
боковой B-ATTRIBUTE
электрод B-COMPONENT
, O
выступать O
в O
камера B-COMPONENT
сгорание I-COMPONENT
, O
и O
разделять O
они O
изолятор B-COMPONENT
, O
совместно O
образовать O
искровой B-COMPONENT
промежуток I-COMPONENT
. O

промышленный B-SYSTEM
лента I-SYSTEM
, I-SYSTEM
выполнить I-SYSTEM
с I-SYSTEM
возможность I-SYSTEM
сшивание I-SYSTEM
при I-SYSTEM
установка I-SYSTEM
и O
содержать O
: O
основа B-COMPONENT
, O
иметь O
первый O
и O
второй O
край B-COMPONENT
, O
ориентировать B-ATTRIBUTE
поперек I-ATTRIBUTE
машинный I-ATTRIBUTE
направление I-ATTRIBUTE
; O
первый B-COMPONENT
слой I-COMPONENT
, O
ламинировать O
на O
первый O
сторона O
основа B-COMPONENT
; O
и O
шовный B-COMPONENT
средство I-COMPONENT
для O
сшивание O
первый O
и O
второй O
край B-COMPONENT
с O
образование O
бесконечный B-COMPONENT
лента I-COMPONENT
, O
причем O
указать O
первый B-COMPONENT
слой I-COMPONENT
прикрепить O
к O
основа B-COMPONENT
шовный I-COMPONENT
средство I-COMPONENT
; O
а O
промышленный B-COMPONENT
лента I-COMPONENT
дополнительно O
содержать O
клапан B-COMPONENT
, O
вырезать O
в O
указать O
первый B-COMPONENT
слой I-COMPONENT
, O
ламинировать O
на O
основа B-COMPONENT
, O
обеспечивать O
доступ O
к O
указать O
шовный B-COMPONENT
средство I-COMPONENT
, O
защищать O
они O
от O
внешний O
воздействие O
и O
обеспечивать O
непрерывность O
и O
непроницаемость O
поверхность B-COMPONENT
. O

изобретение O
относиться O
к O
энергетика O
. O
теплообменный B-SYSTEM
устройство I-SYSTEM
тепловой I-SYSTEM
агрегат I-SYSTEM
содержать O
трубчатый B-COMPONENT
элемент I-COMPONENT
, O
установить O
внутри O
тепловой B-COMPONENT
агрегат I-COMPONENT
вплотную O
к O
стенка O
его B-ATTRIBUTE
корпус B-COMPONENT
, O
при O
это O
конец O
трубчатый B-COMPONENT
элемент I-COMPONENT
заглушить O
, O
а O
в O
место O
соприкосновение O
в O
трубчатый B-COMPONENT
элемент I-COMPONENT
и O
в O
корпус B-COMPONENT
выполнить O
, O
по O
малый O
мера O
, O
два B-ATTRIBUTE
сквозной I-ATTRIBUTE
отверстие B-COMPONENT
для O
подвод O
и O
отвод O
рабочий O
среда O
, O
площадь O
каждый O
из O
который O
меньше O
площадь O
сечение O
трубчатый B-COMPONENT
элемент I-COMPONENT
. O
место O
стык O
отверстие O
выполнить O
герметичный O
. O
устройство O
мочь O
применяться O
в O
нагреватель O
, O
котел O
, O
печь O
, O
работать O
на O
различный O
вид O
топливо O
, O
где O
в O
качество O
рабочий O
среда O
мочь O
быть O
газ O
или O
жидкость O
, O
с O
конвективный O
и O
принудительный O
движение O
. O
кроме O
тот O
, O
изобретение O
мочь O
быть O
использовать O
в O
дымоход O
, O
газоход O
и O
различный O
промышленный O
агрегат O
, O
а O
также O
в O
технологический O
теплообменник O
для O
охлаждение O
горячий O
раствор O
холодный O
вода O
или O
другой O
агент O
, O
подавать O
в O
трубный O
элемент O
через O
коллектор O
. O
изобретение O
позволять O
обеспечить O
простота O
изготовление O
устройство O
, O
а O
также O
позволять O
расширить O
функциональный O
возможность O
устройство O
с O
обеспечение O
эффективность O
теплообмен O
. O
5 O
з O
. O
п O
. O
ф O
- O
лы O
, O
4 O
ил O
. O

изобретение O
относиться O
к O
поршневой O
кольцо O
. O
поршневой B-SYSTEM
кольцо I-SYSTEM
( O
1 O
) O
выполнить O
с O
основный B-COMPONENT
корпус I-COMPONENT
, O
который O
иметь O
поверхность B-COMPONENT
( O
2 O
) O
качение B-ATTRIBUTE
, O
внутренний B-ATTRIBUTE
периферийный I-ATTRIBUTE
поверхность B-COMPONENT
, O
а O
также O
проходить O
между O
они O
верхний B-ATTRIBUTE
и O
нижний B-ATTRIBUTE
боковой B-ATTRIBUTE
поверхность B-COMPONENT
. O
основной B-COMPONENT
корпус I-COMPONENT
снабдить O
стык B-COMPONENT
и O
, O
в O
частность O
, O
в O
зона O
свой O
внутренний B-ATTRIBUTE
периферийный I-ATTRIBUTE
поверхность B-COMPONENT
иметь O
нарушение B-COMPONENT
поперечный I-COMPONENT
сечение I-COMPONENT
. O
поверхность B-COMPONENT
( O
2 O
) O
качение B-ATTRIBUTE
в O
направление O
периферии O
снабдить O
изменяться O
конусность B-COMPONENT
( O
α O
) O
и O
/ O
или O
выпуклость B-COMPONENT
поверхность B-COMPONENT
качение B-ATTRIBUTE
такой O
образ O
, O
что O
в O
зона O
стык B-COMPONENT
иметь O
место O
малый B-ATTRIBUTE
конусность B-COMPONENT
( O
α O
) O
и O
/ O
или O
выпуклость B-COMPONENT
поверхность B-COMPONENT
качение B-ATTRIBUTE
, O
чем O
в O
диаметральный O
противоположный O
зона O
задний O
сторона O
кольцо B-SYSTEM
. O
изобретение O
повышать O
герметичность O
устройство O
. O
9 O
з O
. O
п O
. O
ф O
- O
лы O
, O
3 O
ил O
. O

изобретение O
относиться O
к O
уплотнить O
подшипник O
цапфа O
вал O
и O
, O
более O
конкретно O
, O
к O
улучшить O
устройство O
уплотнение O
узел O
конический O
роликовый O
подшипник O
. O
узел B-SYSTEM
роликовый I-SYSTEM
подшипник I-SYSTEM
содержать O
внутренний B-COMPONENT
кольцо I-COMPONENT
( O
138 O
) O
, O
наружный B-COMPONENT
кольцо I-COMPONENT
( O
132 O
) O
, O
роликовый B-COMPONENT
элемент I-COMPONENT
( O
42 O
, O
44 O
) O
, O
компенсационный B-COMPONENT
кольцо I-COMPONENT
( O
160 O
) O
, O
уплотнение B-COMPONENT
( O
152 O
) O
, O
вращаться B-COMPONENT
элемент I-COMPONENT
( O
181 O
) O
, O
неподвижный B-COMPONENT
элемент I-COMPONENT
( O
147 O
) O
и O
маслоотражающий B-COMPONENT
элемент I-COMPONENT
( O
165 O
) O
. O
уплотнение B-COMPONENT
( O
152 O
) O
содержать O
первый B-COMPONENT
концевой I-COMPONENT
секция I-COMPONENT
( O
148 O
) O
, O
входить B-ATTRIBUTE
с I-ATTRIBUTE
натяг I-ATTRIBUTE
внутрь I-ATTRIBUTE
цилиндрический B-COMPONENT
зенковать I-COMPONENT
углубление I-COMPONENT
( O
117 O
) O
в O
наружный B-COMPONENT
кольцо I-COMPONENT
( O
132 O
) O
, O
и O
второй B-COMPONENT
концевой I-COMPONENT
секция I-COMPONENT
( O
155 O
) O
. O
вращаться B-COMPONENT
элемент I-COMPONENT
( O
181 O
) O
по B-ATTRIBUTE
существо I-ATTRIBUTE
цилиндрический I-ATTRIBUTE
форма I-ATTRIBUTE
содержать O
наружный B-COMPONENT
секция I-COMPONENT
( O
182 O
) O
, O
промежуточный B-COMPONENT
секция I-COMPONENT
( O
183 O
) O
и O
внутренний B-COMPONENT
секция I-COMPONENT
( O
184 O
) O
. O
внутренний B-COMPONENT
секция I-COMPONENT
( O
184 O
) O
иметь O
наружный B-COMPONENT
поверхность I-COMPONENT
( O
195 O
) O
, O
прилегать O
к O
цилиндрический B-COMPONENT
наружный I-COMPONENT
поверхность I-COMPONENT
компенсационный B-COMPONENT
кольцо I-COMPONENT
( O
160 O
) O
. O
промежуточный B-COMPONENT
секция I-COMPONENT
( O
183 O
) O
соединять O
внутренний B-COMPONENT
секция I-COMPONENT
( O
184 O
) O
и O
наружный B-COMPONENT
секция I-COMPONENT
( O
182 O
) O
. O
неподвижный B-COMPONENT
элемент I-COMPONENT
( O
147 O
) O
по B-ATTRIBUTE
существо I-ATTRIBUTE
цилиндрический I-ATTRIBUTE
форма I-ATTRIBUTE
содержать O
наружный B-COMPONENT
секция I-COMPONENT
( O
149 O
) O
, O
промежуточный B-COMPONENT
секция I-COMPONENT
( O
151 O
) O
и O
внутренний B-COMPONENT
секция I-COMPONENT
( O
188 O
) O
. O
наружный B-COMPONENT
секция I-COMPONENT
( O
149 O
) O
иметь O
наружный B-COMPONENT
поверхность I-COMPONENT
, O
прилегать O
к O
второй B-COMPONENT
концевой I-COMPONENT
секция I-COMPONENT
( O
155 O
) O
. O
внутренний B-COMPONENT
секция I-COMPONENT
( O
188 O
) O
проходить O
между O
секция B-COMPONENT
( O
182 O
) O
и O
( O
184 O
) O
. O
маслоотражающий B-COMPONENT
элемент I-COMPONENT
( O
165 O
) O
по B-ATTRIBUTE
существо I-ATTRIBUTE
цилиндрический I-ATTRIBUTE
форма I-ATTRIBUTE
содержать O
наружный B-COMPONENT
секция I-COMPONENT
( O
161 O
) O
и O
внутренний B-COMPONENT
секция I-COMPONENT
( O
157 O
) O
. O
внутренний B-COMPONENT
секция I-COMPONENT
( O
157 O
) O
иметь O
наружный B-COMPONENT
поверхность I-COMPONENT
, O
прилегать O
к O
цилиндрический B-COMPONENT
наружный I-COMPONENT
поверхность I-COMPONENT
компенсационный B-COMPONENT
кольцо I-COMPONENT
( O
160 O
) O
. O
наружный B-COMPONENT
секция I-COMPONENT
( O
161 O
) O
проходить O
рядом O
с O
второй B-COMPONENT
концевой I-COMPONENT
секция I-COMPONENT
( O
155 O
) O
радиальный O
снаружи O
от O
она O
. O
технический O
результат O
: O
создание O
усовершенствовать O
узел O
уплотнение O
, O
обеспечивать O
удержание O
смазочногий O

изобретение O
предназначить O
для O
регулирование O
клапан O
теплообменник O
и O
мочь O
быть O
использовать O
в O
теплотехник O
. O
насадка B-SYSTEM
оснастить O
приемник B-COMPONENT
электроэнергия I-COMPONENT
, O
источник B-COMPONENT
электроэнергия I-COMPONENT
и O
исполнительный B-COMPONENT
устройство I-COMPONENT
, O
взаимодействовать O
с O
затвор B-COMPONENT
. O
источник B-COMPONENT
электроэнергия I-COMPONENT
содержать O
термоэлектрический B-COMPONENT
генератор I-COMPONENT
, O
снабжать O
электроэнергия B-COMPONENT
приемник I-COMPONENT
электроэнергия O
. O
источник B-COMPONENT
электроэнергия I-COMPONENT
дополнительно O
оснастить O
фотоэлектрический B-COMPONENT
устройство I-COMPONENT
. O
изобретение O
обеспечивать O
уменьшение O
габарит O
регулировать O
насадка O
. O
11 O
з O
. O
п O
. O
ф O
- O
лы O
, O
3 O
ил O
. O

геотермальный B-SYSTEM
энергетический I-SYSTEM
установка I-SYSTEM
, O
содержать O
линия B-COMPONENT
вывод I-COMPONENT
вода I-COMPONENT
из O
скважина O
, O
снабдить O
газоотделитель B-COMPONENT
, O
иметь O
линия B-COMPONENT
отвод I-COMPONENT
газ I-COMPONENT
и O
соединить O
линия B-COMPONENT
отвод I-COMPONENT
вода I-COMPONENT
с O
теплообменный B-COMPONENT
оборудование I-COMPONENT
, O
подключить O
к O
скважина B-COMPONENT
закачка I-COMPONENT
, O
осушитель B-COMPONENT
газ I-COMPONENT
и O
камера B-COMPONENT
сгорание I-COMPONENT
, O
подключить O
к O
линия B-COMPONENT
отвод I-COMPONENT
газ I-COMPONENT
от O
осушитель B-COMPONENT
, O
отличаться O
тот O
, O
что O
камера B-COMPONENT
сгорание I-COMPONENT
соединить O
с O
линия B-COMPONENT
отвод I-COMPONENT
вода I-COMPONENT
от O
газоотделитель B-COMPONENT
в O
точка O
подача O
геотермальный O
вода O
к O
теплообменный B-COMPONENT
оборудование I-COMPONENT
, O
на O
выход O
который O
на O
линия B-COMPONENT
подача I-COMPONENT
вода I-COMPONENT
в O
скважина O
установить O
резервуар O
для O
содержание O
углекислый O
газ O
, O
при O
это O
на O
линия B-COMPONENT
подача I-COMPONENT
геотермальный I-COMPONENT
вода I-COMPONENT
в O
теплообменный B-COMPONENT
оборудование I-COMPONENT
и O
выход B-COMPONENT
из O
он O
установить O
датчик B-COMPONENT
солеотложение I-COMPONENT
, O
подключить O
к O
задвижка B-COMPONENT
регулирование I-COMPONENT
подача I-COMPONENT
газ I-COMPONENT
в O
камера B-COMPONENT
сгорание I-COMPONENT
. O

1 O
. O
светодиодный B-SYSTEM
потолочный I-SYSTEM
светильник I-SYSTEM
, O
содержать O
корпус B-COMPONENT
, O
рассеиватель B-COMPONENT
из O
светопрозрачный O
материал O
и O
равномерно O
разместить O
на O
задний B-COMPONENT
стенка I-COMPONENT
корпус B-COMPONENT
светодиодный B-COMPONENT
линейка I-COMPONENT
, O
закрепить O
в O
корпус B-COMPONENT
крепежный B-COMPONENT
деталь I-COMPONENT
, O
отличаться O
тот O
, O
что O
корпус B-COMPONENT
выполнить O
из O
пластик O
метод O
термовакуумный O
формование O
с O
ребро B-COMPONENT
жесткость B-ATTRIBUTE
, O
при O
это O
светодиодный B-COMPONENT
линейка I-COMPONENT
расположить O
по O
линия O
ребро B-COMPONENT
, O
а O
рассеиватель B-COMPONENT
крепиться O
к O
корпус B-COMPONENT
посредством O
пластиковый O
винт B-COMPONENT
- I-COMPONENT
заклепка I-COMPONENT
. I-COMPONENT
2 I-COMPONENT
. O
светодиодный B-SYSTEM
потолочный I-SYSTEM
светильник I-SYSTEM
по O
п O
. O
1 O
, O
отличаться O
тот O
, O
что O
по O
периметр O
корпус B-COMPONENT
выполнить O
углубление B-COMPONENT
для O
нанесение B-ATTRIBUTE
герметик I-ATTRIBUTE
. I-ATTRIBUTE
3 I-ATTRIBUTE
. O
светодиодный B-SYSTEM
потолочный I-SYSTEM
светильник I-SYSTEM
по O
п O
. O
1 O
, O
отличаться O
тот O
, O
что O
ребро B-COMPONENT
жесткость B-ATTRIBUTE
расположить O
параллельно O
друг O
друг O
и O
/ O
или O
пересекаться O
друг O
с O
друг O
. O

настоящий O
изобретение O
относиться O
к O
область O
герметичный O
и O
теплоизоляционный O
резервуар O
с O
мембрана O
для O
хранение O
и O
/ O
или O
транспортировка O
текучий O
среда O
, O
например O
криогенный O
текучий O
среда O
. O
герметичный B-SYSTEM
и I-SYSTEM
теплоизоляционный I-SYSTEM
резервуар I-SYSTEM
для O
хранение B-ATTRIBUTE
текучий I-ATTRIBUTE
среда I-ATTRIBUTE
, O
стенка B-COMPONENT
который O
содержать O
последовательно O
в O
направление O
толщина O
вспомогательный B-ATTRIBUTE
теплоизолирующий B-COMPONENT
барьер I-COMPONENT
( O
1 O
) O
, O
включать O
в O
себя O
множество O
смежный O
вспомогательный B-ATTRIBUTE
изолировать B-COMPONENT
элемент I-COMPONENT
( O
2 O
) O
, O
причем O
вспомогательный B-ATTRIBUTE
изолировать B-COMPONENT
элемент I-COMPONENT
( O
2 O
) O
удерживаться O
на O
несущий B-COMPONENT
стенка I-COMPONENT
( O
3 O
) O
, O
вспомогательный B-ATTRIBUTE
уплотнительный B-COMPONENT
мембрана I-COMPONENT
( O
4 O
) O
, O
поддерживать O
вспомогательный B-ATTRIBUTE
изолировать B-COMPONENT
элемент I-COMPONENT
( O
2 O
) O
вспомогательный B-ATTRIBUTE
теплоизолирующий B-COMPONENT
барьер I-COMPONENT
( O
1 O
) O
, O
основной B-ATTRIBUTE
теплоизолирующий B-COMPONENT
барьер I-COMPONENT
( O
5 O
) O
, O
включать O
в O
себя O
множество O
смежный O
основный B-ATTRIBUTE
изолировать B-COMPONENT
элемент I-COMPONENT
( O
6 O
) O
, O
причем O
основной B-ATTRIBUTE
изолировать B-COMPONENT
элемент I-COMPONENT
( O
6 O
) O
удерживаться O
на O
вспомогательный B-ATTRIBUTE
уплотнительный B-COMPONENT
мембрана I-COMPONENT
( O
4 O
) O
, O
и O
основный B-ATTRIBUTE
уплотнительный B-COMPONENT
мембрана I-COMPONENT
( O
7 O
) O
, O
поддерживать O
основный B-ATTRIBUTE
теплоизолирующий B-COMPONENT
барьер I-COMPONENT
( O
5 O
) O
и O
предназначить O
для O
контакт B-ATTRIBUTE
с I-ATTRIBUTE
криогенный I-ATTRIBUTE
текучий I-ATTRIBUTE
среда I-ATTRIBUTE
, O
содержаться O
в O
резервуар B-SYSTEM
, O
в O
который O
вспомогательный B-ATTRIBUTE
уплотнительный B-COMPONENT
мембрана I-COMPONENT
( O
4 O
) O
представлять O
себя O
гофрированный B-ATTRIBUTE
металлический B-COMPONENT
мембрана I-COMPONENT
, O
содержать O
ряд B-COMPONENT
параллельный B-ATTRIBUTE
гофр B-COMPONENT
( O
25 O
, O
26 O
) O
, O
образовать O
канал B-COMPONENT
и O
плоский B-ATTRIBUTE
участок B-COMPONENT
, O
расположить O
между O
упомянуть O
гофр B-COMPONENT
( O
25 O
, O
26 O
) O
, O
причем O
основной B-ATTRIBUTE
изолировать B-COMPONENT
элемент I-COMPONENT
( O
6 O
) O
иметь O
внешний B-ATTRIBUTE
поверхность B-COMPONENT
, O
покрывать O
плоский B-ATTRIBUTE
участок B-COMPONENT
вспомогательный B-ATTRIBUTE
уплотнительный B-COMPONENT
мембрана I-COMPONENT
( O
4 O
) O
, O
а O
вспомогательный B-ATTRIBUTE
изолировать B-COMPONENT
элемент I-COMPONENT
( O
2 O
) O
иметь O
внутренний B-ATTRIBUTE
поверхность B-COMPONENT
, O
поддерживать O
плоский B-ATTRIBUTE
участок B-COMPONENT
вспомогательный B-ATTRIBUTE
уплотнительный B-COMPONENT
мембрана I-COMPONENT
( O
4 O
) O
, O
при O
это O
в O
гофр B-COMPONENT
( O
25 O
, O
26 O
) O
вспомогательный B-ATTRIBUTE
уплотнительный B-COMPONENT
мембрана I-COMPONENT
( O
4 O
) O
расположить O
элемент B-COMPONENT
антиконвекционный B-COMPONENT
заполнитель I-COMPONENT
( O
16 O
, O
20 O
, O
22 O
) O
, O
который O
вызывать O
потеря O
напор O
в O
упомянуть O
канал B-COMPONENT
. O
технический O
результат O
изобретение O
являться O
уменьшение O
наличие O
непрерывный O
циркуляционный O
канал O
в O
теплоизолирующий O
барьер O
для O
ограничение O
явление O
естественный O
конвекция O
в O
упомянуть O
теплоизолирующий O
барьер O
. O
4 O
н O
. O
и O
12 O
з O
. O
п O
. O
ф O
- O
лы O
, O
17 O
ил O
. O

изобретение O
относиться O
к O
краностроение O
. O
ограждать B-SYSTEM
рам I-SYSTEM
( O
1 O
) O
, O
монтировать O
на O
башня B-COMPONENT
( I-COMPONENT
5 I-COMPONENT
) I-COMPONENT
башенный I-COMPONENT
поворотный I-COMPONENT
кран O
и O
соединять O
башенный B-COMPONENT
поворотный I-COMPONENT
кран I-COMPONENT
с O
объект O
, O
содержать O
жесткий B-ATTRIBUTE
на I-ATTRIBUTE
изгиб I-ATTRIBUTE
соединительный B-COMPONENT
элемент I-COMPONENT
( O
2 O
) O
и O
блокировать B-COMPONENT
элемент I-COMPONENT
( O
3 O
) O
. O
соединительный B-COMPONENT
элемент I-COMPONENT
( O
2 O
) O
выполнить O
в O
форма B-ATTRIBUTE
элемент I-ATTRIBUTE
, O
который O
горизонтально O
поддерживать O
башня B-COMPONENT
( I-COMPONENT
5 I-COMPONENT
) I-COMPONENT
кран I-COMPONENT
в O
анкерный O
плоскость O
на O
два O
наружный O
сторона O
. O
ограждать B-COMPONENT
рама I-COMPONENT
содержать O
по O
малый O
мера O
один B-COMPONENT
участок I-COMPONENT
для O
размещение O
вспомогательный B-COMPONENT
подвеска I-COMPONENT
, O
который O
соединять O
ограждать B-COMPONENT
рама I-COMPONENT
с O
башенный B-COMPONENT
поворотный I-COMPONENT
кран I-COMPONENT
. O
достигаться O
упрощение O
монтаж O
конструкция O
. O
3 O
н O
. O
и O
6 O
з O
. O
п O
. O
ф O
- O
лы O
, O
6 O
ил O
. O

изобретение O
относиться O
к O
область O
машиностроение O
, O
в O
частность O
к O
приводной O
ремень O
и O
технология O
они O
изготовление O
. O
приводной B-SYSTEM
ремень I-SYSTEM
10 O
содержать O
корпус B-COMPONENT
12 O
ремень B-SYSTEM
, O
включать O
состав B-COMPONENT
отвердить I-COMPONENT
эластомер I-COMPONENT
, O
работать B-COMPONENT
на I-COMPONENT
растяжение I-COMPONENT
элемент I-COMPONENT
18 O
в O
вид O
спиральный B-COMPONENT
